"FifoPnlRealized","Buy/Sell","CurrencyPrimary","Symbol","TradeID","TradeDate","TransactionType","Exchange","Quantity","TradePrice","TradeMoney","Taxes","IBCommission","IBCommissionCurrency","NetCash","ClosePrice","IBOrderID","OrderTime","OrderType","TraderID","IBExecID"
"131.15","SELL","USD","TSLA","2000001086","20251226","ExchTrade","NASDAQ","-2","258.50","-517.00","-0.0172","-1.0000","USD","515.9828","247.37","3000001086","20251226;053742","LMT","TRADER1","MOCKEXEC01087"
"511.22","BUY","USD","JPM","2000001087","20251226","ExchTrade","NYSE","10","264.72","2647.20","-0.1962","-1.0000","USD","2646.0038","277.19","3000001087","20251226;171303","MKT","TRADER3","MOCKEXEC01088"
"-129.14","SELL","USD","SPY","2000001088","20251226","ExchTrade","ARCA","-50","694.24","-34712.00","-3.0331","-3.2535","USD","34705.7134","703.90","3000001088","20251226;084508","MKT","TRADER3","MOCKEXEC01089"
"-327.91","SELL","USD","NFLX","2000001089","20251226","ExchTrade","NASDAQ","-2","777.76","-1555.52","-0.0919","-1.0000","USD","1554.4281","773.15","3000001089","20251226;144235","LMT","TRADER2","MOCKEXEC01090"
"483.84","BUY","USD","AMZN","2000001090","20251226","ExchTrade","NASDAQ","25","215.67","5391.75","-0.3459","-1.8401","USD","5389.5640","230.26","3000001090","20251226;062749","MKT","TRADER3","MOCKEXEC01091"
"145.88","SELL","USD","TSLA","2000001091","20251226","ExchTrade","NASDAQ","-25","493.41","-12335.25","-0.3173","-1.4396","USD","12333.4931","482.82","3000001091","20251226;144051","LMT","TRADER2","MOCKEXEC01092"
"91.22","BUY","USD","AAPL","2000001092","20251226","ExchTrade","NASDAQ","15","235.64","3534.60","-0.3756","-1.0000","USD","3533.2244","233.28","3000001092","20251226;044752","MKT","TRADER2","MOCKEXEC01093"
"-303.43","BUY","USD","JPM","2000001093","20251226","ExchTrade","NYSE","10","238.23","2382.30","-0.2785","-1.0000","USD","2381.0215","235.46","3000001093","20251226;154017","MKT","TRADER2","MOCKEXEC01094"
"139.27","BUY","USD","SPY","2000001094","20251226","ExchTrade","ARCA","25","412.04","10301.00","-0.7403","-1.2615","USD","10298.9982","401.21","3000001094","20251226;181312","LMT","TRADER3","MOCKEXEC01095"
"303.57","BUY","USD","GOOGL","2000001095","20251226","ExchTrade","NASDAQ","5","217.81","1089.05","-0.0583","-1.0000","USD","1087.9917","202.96","3000001095","20251226;112229","MKT","TRADER1","MOCKEXEC01096"
"533.50","BUY","USD","NFLX","2000001096","20251226","ExchTrade","NASDAQ","20","500.28","10005.60","-0.5436","-1.0000","USD","10004.0564","512.02","3000001096","20251226;191403","MKT","TRADER1","MOCKEXEC01097"
"562.46","BUY","USD","JPM","2000001097","20251226","ExchTrade","NYSE","1","184.27","184.27","-0.0155","-1.0000","USD","183.2545","175.11","3000001097","20251226;122133","LMT","TRADER3","MOCKEXEC01098"
"-343.50","SELL","USD","AMD","2000001098","20251226","ExchTrade","NASDAQ","-10","132.92","-1329.20","-0.0558","-1.0000","USD","1328.1442","137.42","3000001098","20251226;133019","MKT","TRADER2","MOCKEXEC01099"
"470.49","BUY","USD","NFLX","2000001099","20251229","ExchTrade","NASDAQ","15","627.33","9409.95","-1.0994","-1.0000","USD","9407.8506","635.61","3000001099","20251229;054951","LMT","TRADER2","MOCKEXEC01100"
"-42.34","SELL","USD","MSFT","2000001100","20251229","ExchTrade","NASDAQ","-5","471.28","-2356.40","-0.1554","-1.0000","USD","2355.2446","477.20","3000001100","20251229;105027","MKT","TRADER2","MOCKEXEC01101"
"-250.46","SELL","USD","AAPL","2000001101","20251229","ExchTrade","NASDAQ","-15","218.12","-3271.80","-0.1736","-1.0883","USD","3270.5381","204.54","3000001101","20251229;105025","MKT","TRADER3","MOCKEXEC01102"
"68.53","BUY","USD","META","2000001102","20251229","ExchTrade","NASDAQ","50","453.63","22681.50","-1.9889","-4.3828","USD","22675.1283","441.37","3000001102","20251229;190323","LMT","TRADER3","MOCKEXEC01103"
"-8.78","BUY","USD","META","2000001103","20251229","ExchTrade","NASDAQ","2","727.34","1454.68","-0.0774","-1.0000","USD","1453.6026","730.06","3000001103","20251229;150506","MKT","TRADER1","MOCKEXEC01104"
"-162.96","BUY","USD","MSFT","2000001104","20251229","ExchTrade","NASDAQ","20","464.37","9287.40","-0.3507","-1.0000","USD","9286.0493","457.20","3000001104","20251229;151054","MKT","TRADER1","MOCKEXEC01105"
"647.77","SELL","USD","SPY","2000001105","20251229","ExchTrade","ARCA","-5","528.56","-2642.80","-0.3016","-1.0000","USD","2641.4984","540.52","3000001105","20251229;130415","MKT","TRADER3","MOCKEXEC01106"
"453.69","SELL","USD","AMD","2000001106","20251229","ExchTrade","NASDAQ","-25","165.36","-4134.00","-0.1633","-2.2785","USD","4131.5582","171.21","3000001106","20251229;041727","LMT","TRADER1","MOCKEXEC01107"
"144.92","BUY","USD","NFLX","2000001107","20251229","ExchTrade","NASDAQ","50","533.08","26654.00","-3.1818","-2.0442","USD","26648.7740","547.11","3000001107","20251229;094719","MKT","TRADER3","MOCKEXEC01108"
"528.25","SELL","USD","AMZN","2000001108","20251229","ExchTrade","NASDAQ","-20","256.31","-5126.20","-0.3164","-1.7939","USD","5124.0897","245.21","3000001108","20251229;172400","LMT","TRADER2","MOCKEXEC01109"
"-219.68","BUY","USD","GOOGL","2000001109","20251229","ExchTrade","NASDAQ","2","234.43","468.86","-0.0530","-1.0000","USD","467.8070","239.90","3000001109","20251229;100651","MKT","TRADER2","MOCKEXEC01110"
"621.57","BUY","USD","TSLA","2000001110","20251229","ExchTrade","NASDAQ","20","232.33","4646.60","-0.5259","-1.2766","USD","4644.7975","233.93","3000001110","20251229;151658","MKT","TRADER3","MOCKEXEC01111"
"502.29","BUY","USD","AVGO","2000001111","20251230","ExchTrade","NASDAQ","2","2095.19","4190.38","-0.4972","-1.0000","USD","4188.8828","2102.41","3000001111","20251230;043622","LMT","TRADER1","MOCKEXEC01112"
"-105.43","BUY","USD","JPM","2000001112","20251230","ExchTrade","NYSE","15","295.46","4431.90","-0.4259","-1.2191","USD","4430.2550","307.33","3000001112","20251230;145926","MKT","TRADER2","MOCKEXEC01113"
"514.00","BUY","USD","AAPL","2000001113","20251230","ExchTrade","NASDAQ","1","221.41","221.41","-0.0070","-1.0000","USD","220.4030","218.05","3000001113","20251230;052653","MKT","TRADER1","MOCKEXEC01114"
"-31.89","BUY","USD","AMD","2000001114","20251230","ExchTrade","NASDAQ","15","110.97","1664.55","-0.1181","-1.4289","USD","1663.0030","117.30","3000001114","20251230;043413","LMT","TRADER3","MOCKEXEC01115"
"242.61","BUY","USD","SPY","2000001115","20251230","ExchTrade","ARCA","10","716.55","7165.50","-0.5277","-1.0000","USD","7163.9723","727.87","3000001115","20251230;083426","LMT","TRADER3","MOCKEXEC01116"
"276.69","SELL","USD","GOOGL","2000001116","20251230","ExchTrade","NASDAQ","-5","158.38","-791.90","-0.0699","-1.0000","USD","790.8301","164.49","3000001116","20251230;151811","LMT","TRADER3","MOCKEXEC01117"
"-346.21","SELL","USD","SPY","2000001117","20251230","ExchTrade","ARCA","-50","628.09","-31404.50","-3.7015","-4.4121","USD","31396.3864","641.24","3000001117","20251230;112110","LMT","TRADER3","MOCKEXEC01118"
"-1.63","SELL","USD","NVDA","2000001118","20251230","ExchTrade","NASDAQ","-5","160.69","-803.45","-0.0240","-1.0000","USD","802.4260","146.89","3000001118","20251230;145342","MKT","TRADER2","MOCKEXEC01119"
"-319.73","SELL","USD","GOOGL","2000001119","20251230","ExchTrade","NASDAQ","-15","201.20","-3018.00","-0.2320","-1.0000","USD","3016.7680","207.43","3000001119","20251230;134135","LMT","TRADER2","MOCKEXEC01120"
"194.00","BUY","USD","META","2000001120","20251230","ExchTrade","NASDAQ","15","765.76","11486.40","-0.5532","-1.3907","USD","11484.4561","754.36","3000001120","20251230;110011","MKT","TRADER2","MOCKEXEC01121"
"357.12","SELL","USD","SPY","2000001121","20251230","ExchTrade","ARCA","-10","510.51","-5105.10","-0.2948","-1.0000","USD","5103.8052","504.89","3000001121","20251230;160733","MKT","TRADER2","MOCKEXEC01122"
"491.29","SELL","USD","JPM","2000001122","20251230","ExchTrade","NYSE","-2","220.39","-440.78","-0.0163","-1.0000","USD","439.7637","207.43","3000001122","20251230;092856","LMT","TRADER2","MOCKEXEC01123"
"217.11","BUY","USD","MSFT","2000001123","20251230","ExchTrade","NASDAQ","1","536.41","536.41","-0.0303","-1.0000","USD","535.3797","540.12","3000001123","20251230;152424","MKT","TRADER3","MOCKEXEC01124"
"-159.38","SELL","USD","NFLX","2000001124","20251230","ExchTrade","NASDAQ","-10","1167.94","-11679.40","-1.0071","-1.0000","USD","11677.3929","1178.35","3000001124","20251230;173852","LMT","TRADER2","MOCKEXEC01125"
"69.27","BUY","USD","AMD","2000001125","20251230","ExchTrade","NASDAQ","2","111.01","222.02","-0.0046","-1.0000","USD","221.0154","98.22","3000001125","20251230;045415","MKT","TRADER1","MOCKEXEC01126"
"-152.76","SELL","USD","AAPL","2000001126","20251230","ExchTrade","NASDAQ","-50","208.17","-10408.50","-0.9805","-4.8111","USD","10402.7084","220.38","3000001126","20251230;145019","LMT","TRADER2","MOCKEXEC01127"
"280.59","SELL","USD","AMD","2000001127","20251230","ExchTrade","NASDAQ","-2","182.55","-365.10","-0.0240","-1.0000","USD","364.0760","187.04","3000001127","20251230;200721","LMT","TRADER3","MOCKEXEC01128"
"-245.84","BUY","USD","AMZN","2000001128","20251230","ExchTrade","NASDAQ","2","164.87","329.74","-0.0163","-1.0000","USD","328.7237","159.57","3000001128","20251230;091622","LMT","TRADER1","MOCKEXEC01129"
"109.00","SELL","USD","GOOGL","2000001129","20251231","ExchTrade","NASDAQ","-2","249.04","-498.08","-0.0401","-1.0000","USD","497.0399","249.85","3000001129","20251231;183148","LMT","TRADER2","MOCKEXEC01130"
"25.95","SELL","USD","AMD","2000001130","20251231","ExchTrade","NASDAQ","-10","192.53","-1925.30","-0.1239","-1.0000","USD","1924.1761","205.78","3000001130","20251231;150810","LMT","TRADER2","MOCKEXEC01131"
"-336.83","SELL","USD","NVDA","2000001131","20251231","ExchTrade","NASDAQ","-5","157.91","-789.55","-0.0846","-1.0000","USD","788.4654","143.44","3000001131","20251231;083349","LMT","TRADER1","MOCKEXEC01132"
"339.02","SELL","USD","SPY","2000001132","20251231","ExchTrade","ARCA","-10","611.86","-6118.60","-0.5383","-1.0000","USD","6117.0617","619.31","3000001132","20251231;113405","MKT","TRADER1","MOCKEXEC01133"
"500.97","BUY","USD","NVDA","2000001133","20251231","ExchTrade","NASDAQ","50","143.74","7187.00","-0.6653","-3.0753","USD","7183.2594","135.26","3000001133","20251231;064438","LMT","TRADER3","MOCKEXEC01134"
"283.58","BUY","USD","AVGO","2000001134","20251231","ExchTrade","NASDAQ","5","2089.69","10448.45","-1.0481","-1.0000","USD","10446.4019","2077.85","3000001134","20251231;192320","LMT","TRADER1","MOCKEXEC01135"
"-202.12","BUY","USD","NFLX","2000001135","20251231","ExchTrade","NASDAQ","1","632.59","632.59","-0.0518","-1.0000","USD","631.5382","646.04","3000001135","20251231;163642","MKT","TRADER2","MOCKEXEC01136"
"-8.97","BUY","USD","JPM","2000001136","20251231","ExchTrade","NYSE","15","258.06","3870.90","-0.2588","-1.4381","USD","3869.2031","267.48","3000001136","20251231;050059","LMT","TRADER3","MOCKEXEC01137"
"96.93","SELL","USD","AMD","2000001137","20251231","ExchTrade","NASDAQ","-10","182.40","-1824.00","-0.0520","-1.0000","USD","1822.9480","195.32","3000001137","20251231;142815","MKT","TRADER2","MOCKEXEC01138"
"506.00","SELL","USD","AMZN","2000001138","20251231","ExchTrade","NASDAQ","-1","214.23","-214.23","-0.0202","-1.0000","USD","213.2098","227.64","3000001138","20251231;072221","MKT","TRADER3","MOCKEXEC01139"
"240.01","SELL","USD","AAPL","2000001139","20251231","ExchTrade","NASDAQ","-20","192.46","-3849.20","-0.4401","-1.0000","USD","3847.7599","199.59","3000001139","20251231;113213","MKT","TRADER2","MOCKEXEC01140"
"-128.04","BUY","USD","MSFT","2000001140","20251231","ExchTrade","NASDAQ","15","551.80","8277.00","-0.8572","-1.1876","USD","8274.9552","542.45","3000001140","20251231;103743","LMT","TRADER3","MOCKEXEC01141"
"-144.14","BUY","USD","AMZN","2000001141","20251231","ExchTrade","NASDAQ","15","226.79","3401.85","-0.2601","-1.0000","USD","3400.5899","238.17","3000001141","20251231;144221","LMT","TRADER3","MOCKEXEC01142"
"289.55","SELL","USD","AAPL","2000001142","20251231","ExchTrade","NASDAQ","-1","262.32","-262.32","-0.0174","-1.0000","USD","261.3026","272.43","3000001142","20251231;040458","LMT","TRADER2","MOCKEXEC01143"
"459.01","BUY","USD","AMD","2000001143","20251231","ExchTrade","NASDAQ","5","217.53","1087.65","-0.0608","-1.0000","USD","1086.5892","227.45","3000001143","20251231;170015","MKT","TRADER3","MOCKEXEC01144"
"271.01","BUY","USD","NFLX","2000001144","20251231","ExchTrade","NASDAQ","25","584.32","14608.00","-1.2500","-2.1760","USD","14604.5740","593.31","3000001144","20251231;071419","MKT","TRADER1","MOCKEXEC01145"
"299.65","SELL","USD","AMZN","2000001145","20260101","ExchTrade","NASDAQ","-20","257.41","-5148.20","-0.2543","-1.4582","USD","5146.4875","247.72","3000001145","20260101;182514","LMT","TRADER2","MOCKEXEC01146"
"643.72","BUY","USD","SPY","2000001146","20260101","ExchTrade","ARCA","1","576.43","576.43","-0.0210","-1.0000","USD","575.4090","564.50","3000001146","20260101;123959","MKT","TRADER3","MOCKEXEC01147"
"412.97","SELL","USD","MSFT","2000001147","20260101","ExchTrade","NASDAQ","-20","559.94","-11198.80","-0.4678","-1.6894","USD","11196.6428","563.12","3000001147","20260101;071759","MKT","TRADER3","MOCKEXEC01148"
"108.46","SELL","USD","GOOGL","2000001148","20260101","ExchTrade","NASDAQ","-2","178.16","-356.32","-0.0110","-1.0000","USD","355.3090","187.85","3000001148","20260101;083634","MKT","TRADER3","MOCKEXEC01149"
"415.55","SELL","USD","GOOGL","2000001149","20260101","ExchTrade","NASDAQ","-20","190.98","-3819.60","-0.3333","-1.0000","USD","3818.2667","191.27","3000001149","20260101;150945","LMT","TRADER1","MOCKEXEC01150"
"597.91","SELL","USD","TSLA","2000001150","20260101","ExchTrade","NASDAQ","-25","454.90","-11372.50","-0.7066","-1.5508","USD","11370.2426","444.49","3000001150","20260101;121355","MKT","TRADER2","MOCKEXEC01151"
"-58.69","BUY","USD","SPY","2000001151","20260101","ExchTrade","ARCA","1","433.52","433.52","-0.0288","-1.0000","USD","432.4912","429.80","3000001151","20260101;192014","MKT","TRADER1","MOCKEXEC01152"
"-30.46","SELL","USD","AVGO","2000001152","20260101","ExchTrade","NASDAQ","-5","1655.17","-8275.85","-0.8797","-1.0000","USD","8273.9703","1651.42","3000001152","20260101;073859","MKT","TRADER3","MOCKEXEC01153"
"494.24","BUY","USD","META","2000001153","20260101","ExchTrade","NASDAQ","10","800.89","8008.90","-0.2515","-1.0000","USD","8007.6485","799.99","3000001153","20260101;205455","LMT","TRADER1","MOCKEXEC01154"
"-112.86","BUY","USD","MSFT","2000001154","20260101","ExchTrade","NASDAQ","50","426.52","21326.00","-1.3386","-3.5359","USD","21321.1255","423.52","3000001154","20260101;150549","LMT","TRADER1","MOCKEXEC01155"
"49.40","SELL","USD","TSLA","2000001155","20260101","ExchTrade","NASDAQ","-15","358.13","-5371.95","-0.1334","-1.0805","USD","5370.7361","348.49","3000001155","20260101;152716","MKT","TRADER1","MOCKEXEC01156"
"242.01","SELL","USD","AVGO","2000001156","20260101","ExchTrade","NASDAQ","-20","1615.49","-32309.80","-2.0236","-1.6402","USD","32306.1362","1625.44","3000001156","20260101;185436","MKT","TRADER2","MOCKEXEC01157"
"516.38","BUY","USD","AAPL","2000001157","20260102","ExchTrade","NASDAQ","10","188.32","1883.20","-0.0840","-1.0000","USD","1882.1160","182.02","3000001157","20260102;063442","MKT","TRADER3","MOCKEXEC01158"
"514.56","SELL","USD","TSLA","2000001158","20260102","ExchTrade","NASDAQ","-25","379.07","-9476.75","-0.5550","-1.1995","USD","9474.9955","373.09","3000001158","20260102;105704","LMT","TRADER2","MOCKEXEC01159"
"647.58","SELL","USD","MSFT","2000001159","20260102","ExchTrade","NASDAQ","-50","483.16","-24158.00","-2.0787","-2.7446","USD","24153.1767","483.31","3000001159","20260102;154749","LMT","TRADER3","MOCKEXEC01160"
"310.16","SELL","USD","GOOGL","2000001160","20260102","ExchTrade","NASDAQ","-1","168.16","-168.16","-0.0139","-1.0000","USD","167.1461","182.44","3000001160","20260102;183800","LMT","TRADER2","MOCKEXEC01161"
"-234.12","SELL","USD","NFLX","2000001161","20260102","ExchTrade","NASDAQ","-25","798.45","-19961.25","-0.8337","-1.4372","USD","19958.9791","800.69","3000001161","20260102;074150","MKT","TRADER2","MOCKEXEC01162"
"-242.07","BUY","USD","AVGO","2000001162","20260102","ExchTrade","NASDAQ","50","975.80","48790.00","-2.9678","-2.2495","USD","48784.7827","971.74","3000001162","20260102;144300","MKT","TRADER2","MOCKEXEC01163"
"475.27","SELL","USD","JPM","2000001163","20260102","ExchTrade","NYSE","-2","326.39","-652.78","-0.0516","-1.0000","USD","651.7284","324.45","3000001163","20260102;194851","LMT","TRADER3","MOCKEXEC01164"
"79.29","SELL","USD","AAPL","2000001164","20260102","ExchTrade","NASDAQ","-5","170.29","-851.45","-0.0627","-1.0000","USD","850.3873","155.70","3000001164","20260102;042140","LMT","TRADER2","MOCKEXEC01165"
"-286.46","SELL","USD","NFLX","2000001165","20260102","ExchTrade","NASDAQ","-25","862.34","-21558.50","-2.3073","-1.2143","USD","21554.9784","861.63","3000001165","20260102;200256","LMT","TRADER3","MOCKEXEC01166"
"354.74","SELL","USD","AMZN","2000001166","20260102","ExchTrade","NASDAQ","-1","254.94","-254.94","-0.0254","-1.0000","USD","253.9146","247.48","3000001166","20260102;145949","LMT","TRADER2","MOCKEXEC01167"
"593.66","SELL","USD","JPM","2000001167","20260102","ExchTrade","NYSE","-10","152.29","-1522.90","-0.1723","-1.0000","USD","1521.7277","163.99","3000001167","20260102;173100","LMT","TRADER3","MOCKEXEC01168"
"370.44","SELL","USD","META","2000001168","20260102","ExchTrade","NASDAQ","-5","705.25","-3526.25","-0.2884","-1.0000","USD","3524.9616","702.66","3000001168","20260102;172123","MKT","TRADER3","MOCKEXEC01169"
"130.89","SELL","USD","MSFT","2000001169","20260102","ExchTrade","NASDAQ","-15","351.40","-5271.00","-0.5477","-1.0000","USD","5269.4523","360.27","3000001169","20260102;172022","LMT","TRADER1","MOCKEXEC01170"
"406.65","BUY","USD","TSLA","2000001170","20260102","ExchTrade","NASDAQ","50","226.89","11344.50","-0.5377","-3.2487","USD","11340.7136","232.30","3000001170","20260102;130305","MKT","TRADER2","MOCKEXEC01171"
"393.34","BUY","USD","META","2000001171","20260105","ExchTrade","NASDAQ","5","469.31","2346.55","-0.2127","-1.0000","USD","2345.3373","462.65","3000001171","20260105;044253","LMT","TRADER1","MOCKEXEC01172"
"-300.02","BUY","USD","AMZN","2000001172","20260105","ExchTrade","NASDAQ","15","219.67","3295.05","-0.2852","-1.0000","USD","3293.7648","211.66","3000001172","20260105;200059","LMT","TRADER1","MOCKEXEC01173"
"-203.12","SELL","USD","SPY","2000001173","20260105","ExchTrade","ARCA","-1","615.75","-615.75","-0.0645","-1.0000","USD","614.6855","618.10","3000001173","20260105;163539","MKT","TRADER3","MOCKEXEC01174"
"287.13","BUY","USD","MSFT","2000001174","20260105","ExchTrade","NASDAQ","2","432.94","865.88","-0.0257","-1.0000","USD","864.8543","428.03","3000001174","20260105;165448","MKT","TRADER3","MOCKEXEC01175"
"293.31","BUY","USD","AMZN","2000001175","20260105","ExchTrade","NASDAQ","20","157.33","3146.60","-0.3766","-1.0000","USD","3145.2234","166.60","3000001175","20260105;125714","LMT","TRADER3","MOCKEXEC01176"
"260.02","BUY","USD","GOOGL","2000001176","20260105","ExchTrade","NASDAQ","15","323.73","4855.95","-0.5151","-1.0525","USD","4854.3824","335.19","3000001176","20260105;112812","MKT","TRADER3","MOCKEXEC01177"
"424.12","BUY","USD","JPM","2000001177","20260105","ExchTrade","NYSE","5","302.68","1513.40","-0.0678","-1.0000","USD","1512.3322","309.56","3000001177","20260105;124454","MKT","TRADER3","MOCKEXEC01178"
"370.80","SELL","USD","AMD","2000001178","20260105","ExchTrade","NASDAQ","-2","117.00","-234.00","-0.0243","-1.0000","USD","232.9757","118.81","3000001178","20260105;093231","MKT","TRADER2","MOCKEXEC01179"
"-248.39","SELL","USD","SPY","2000001179","20260105","ExchTrade","ARCA","-1","614.29","-614.29","-0.0362","-1.0000","USD","613.2538","608.80","3000001179","20260105;162747","LMT","TRADER1","MOCKEXEC01180"
"-229.38","SELL","USD","SPY","2000001180","20260106","ExchTrade","ARCA","-15","448.12","-6721.80","-0.1360","-1.0000","USD","6720.6640","437.48","3000001180","20260106;042203","MKT","TRADER3","MOCKEXEC01181"
"212.34","SELL","USD","NFLX","2000001181","20260106","ExchTrade","NASDAQ","-2","1089.88","-2179.76","-0.2500","-1.0000","USD","2178.5100","1091.34","3000001181","20260106;203127","LMT","TRADER3","MOCKEXEC01182"
"325.65","BUY","USD","AVGO","2000001182","20260106","ExchTrade","NASDAQ","15","915.67","13735.05","-0.9615","-1.3479","USD","13732.7406","924.80","3000001182","20260106;184902","LMT","TRADER1","MOCKEXEC01183"
"-339.11","SELL","USD","META","2000001183","20260106","ExchTrade","NASDAQ","-50","674.78","-33739.00","-3.5969","-3.7291","USD","33731.6740","666.44","3000001183","20260106;155425","MKT","TRADER3","MOCKEXEC01184"
"509.39","SELL","USD","AMZN","2000001184","20260106","ExchTrade","NASDAQ","-1","168.28","-168.28","-0.0142","-1.0000","USD","167.2658","183.09","3000001184","20260106;172008","LMT","TRADER3","MOCKEXEC01185"
"352.72","BUY","USD","AAPL","2000001185","20260106","ExchTrade","NASDAQ","50","167.84","8392.00","-0.2610","-2.4993","USD","8389.2397","158.66","3000001185","20260106;085713","MKT","TRADER2","MOCKEXEC01186"
"102.76","BUY","USD","AMD","2000001186","20260106","ExchTrade","NASDAQ","5","221.21","1106.05","-0.0440","-1.0000","USD","1105.0060","218.33","3000001186","20260106;061238","LMT","TRADER3","MOCKEXEC01187"
"-314.28","BUY","USD","MSFT","2000001187","20260106","ExchTrade","NASDAQ","5","446.66","2233.30","-0.1223","-1.0000","USD","2232.1777","456.59","3000001187","20260106;132020","LMT","TRADER1","MOCKEXEC01188"
"-178.44","BUY","USD","AAPL","2000001188","20260106","ExchTrade","NASDAQ","25","212.37","5309.25","-0.5346","-1.0000","USD","5307.7154","213.53","3000001188","20260106;090100","LMT","TRADER2","MOCKEXEC01189"
"586.12","SELL","USD","MSFT","2000001189","20260107","ExchTrade","NASDAQ","-15","471.05","-7065.75","-0.7347","-1.0339","USD","7063.9814","456.93","3000001189","20260107;073605","MKT","TRADER1","MOCKEXEC01190"
"637.55","BUY","USD","AMD","2000001190","20260107","ExchTrade","NASDAQ","15","104.84","1572.60","-0.0714","-1.3933","USD","1571.1353","94.05","3000001190","20260107;140649","MKT","TRADER2","MOCKEXEC01191"
"260.14","BUY","USD","MSFT","2000001191","20260107","ExchTrade","NASDAQ","20","494.25","9885.00","-0.5977","-1.9110","USD","9882.4913","499.25","3000001191","20260107;154024","MKT","TRADER1","MOCKEXEC01192"
"-216.68","SELL","USD","AMZN","2000001192","20260107","ExchTrade","NASDAQ","-20","233.11","-4662.20","-0.2846","-1.2879","USD","4660.6275","227.73","3000001192","20260107;085050","LMT","TRADER1","MOCKEXEC01193"
"-210.20","BUY","USD","AMZN","2000001193","20260107","ExchTrade","NASDAQ","50","183.66","9183.00","-0.4258","-2.5263","USD","9180.0479","181.97","3000001193","20260107;171134","LMT","TRADER2","MOCKEXEC01194"
"380.82","SELL","USD","AMD","2000001194","20260107","ExchTrade","NASDAQ","-10","192.88","-1928.80","-0.2159","-1.0000","USD","1927.5841","200.53","3000001194","20260107;190107","LMT","TRADER1","MOCKEXEC01195"
"-266.61","BUY","USD","AVGO","2000001195","20260107","ExchTrade","NASDAQ","10","1958.15","19581.50","-0.9721","-1.0000","USD","19579.5279","1961.56","3000001195","20260107;185512","LMT","TRADER1","MOCKEXEC01196"
"-85.89","SELL","USD","AAPL","2000001196","20260107","ExchTrade","NASDAQ","-1","194.32","-194.32","-0.0216","-1.0000","USD","193.2984","202.21","3000001196","20260107;163720","LMT","TRADER2","MOCKEXEC01197"
"357.33","SELL","USD","META","2000001197","20260107","ExchTrade","NASDAQ","-10","631.44","-6314.40","-0.6015","-1.0000","USD","6312.7985","644.86","3000001197","20260107;171741","MKT","TRADER3","MOCKEXEC01198"
"-96.08","SELL","USD","AVGO","2000001198","20260107","ExchTrade","NASDAQ","-15","1867.35","-28010.25","-1.1206","-1.0000","USD","28008.1294","1864.69","3000001198","20260107;084814","LMT","TRADER2","MOCKEXEC01199"
"-0.96","BUY","USD","AAPL","2000001199","20260108","ExchTrade","NASDAQ","2","169.31","338.62","-0.0234","-1.0000","USD","337.5966","174.11","3000001199","20260108;130144","LMT","TRADER3","MOCKEXEC01200"
"-246.95","BUY","USD","SPY","2000001200","20260108","ExchTrade","ARCA","25","463.03","11575.75","-0.8624","-1.0000","USD","11573.8876","459.16","3000001200","20260108;190741","LMT","TRADER3","MOCKEXEC01201"
"-41.52","SELL","USD","AMZN","2000001201","20260108","ExchTrade","NASDAQ","-20","193.87","-3877.40","-0.1468","-1.3179","USD","3875.9353","190.05","3000001201","20260108;201849","MKT","TRADER3","MOCKEXEC01202"
"288.19","BUY","USD","AMD","2000001202","20260108","ExchTrade","NASDAQ","15","90.74","1361.10","-0.0490","-1.0000","USD","1360.0510","95.88","3000001202","20260108;131303","MKT","TRADER2","MOCKEXEC01203"
"246.32","SELL","USD","META","2000001203","20260108","ExchTrade","NASDAQ","-2","815.89","-1631.78","-0.1137","-1.0000","USD","1630.6663","810.39","3000001203","20260108;165029","MKT","TRADER1","MOCKEXEC01204"
"549.66","SELL","USD","NVDA","2000001204","20260108","ExchTrade","NASDAQ","-10","178.66","-1786.60","-0.0985","-1.0000","USD","1785.5015","186.62","3000001204","20260108;111044","LMT","TRADER3","MOCKEXEC01205"
"229.80","SELL","USD","MSFT","2000001205","20260108","ExchTrade","NASDAQ","-50","479.00","-23950.00","-0.7956","-2.1608","USD","23947.0436","492.12","3000001205","20260108;075630","MKT","TRADER2","MOCKEXEC01206"
"191.22","SELL","USD","AAPL","2000001206","20260108","ExchTrade","NASDAQ","-15","184.87","-2773.05","-0.2520","-1.0000","USD","2771.7980","176.30","3000001206","20260108;061158","MKT","TRADER1","MOCKEXEC01207"
"556.81","SELL","USD","NFLX","2000001207","20260108","ExchTrade","NASDAQ","-2","878.08","-1756.16","-0.1820","-1.0000","USD","1754.9780","891.31","3000001207","20260108;045821","LMT","TRADER2","MOCKEXEC01208"
"314.98","BUY","USD","AAPL","2000001208","20260108","ExchTrade","NASDAQ","2","270.92","541.84","-0.0531","-1.0000","USD","540.7869","267.02","3000001208","20260108;095247","MKT","TRADER3","MOCKEXEC01209"
"-231.09","BUY","USD","JPM","2000001209","20260108","ExchTrade","NYSE","20","271.30","5426.00","-0.2247","-1.0236","USD","5424.7517","260.42","3000001209","20260108;164851","MKT","TRADER3","MOCKEXEC01210"
"-91.01","SELL","USD","NVDA","2000001210","20260108","ExchTrade","NASDAQ","-25","101.26","-2531.50","-0.2340","-2.4210","USD","2528.8450","97.93","3000001210","20260108;124625","MKT","TRADER1","MOCKEXEC01211"
